0.02,250.0,0.16192,0.16192,0.0,0.0,0.0
0.04,250.000000686193,0.16191999191455528,0.16191999989047454,-1.0912135177799116e-8,1.997677980399028e-8,5.000000006867256
0.06,250.00000136923654,0.1619199837028965,0.16191999956512926,-2.158208329328033e-8,7.960983799427666e-8,10.000000027426724
0.08,250.00000204922264,0.1619199753714898,0.16191999902880144,-3.2010506793185934e-8,1.7844703883930305e-7,15.000000061616333
0.1,250.00000272624263,0.16191996692670366,0.16191999828631418,-4.219815994073565e-8,3.160283114914288e-7,20.000000109375854
0.12,250.00000340038704,0.16191995837480835,0.1619199973424746,-5.214588634000571e-8,4.918860643082923e-7,25.000000170646864
0.14,250.00000407174568,0.16191994972197557,0.16191999620207206,-6.185461647768151e-8,7.05545592304674e-7,30.000000245372753
0.16,250.00000474040752,0.16191994097427784,0.16191999486987652,-7.132536528209212e-8,9.565254790301178e-7,35.0000003334987
0.18,250.0000054064607,0.16191993213768818,0.16191999335063673,-8.055922970439512e-8,1.2443379912994968e-6,40.000000434971646
0.2,250.00000606999257,0.16191992321807983,0.16191999164907875,-8.955738631732717e-8,1.5684894680023914e-6,45.0000005497403
0.22,250.00000673108957,0.16191991422122584,0.16191998976990435,-9.832108893575883e-8,1.928480702135486e-6,50.0000006777551
0.24,250.00000738983724,0.16191990515279897,0.16191998771778943,-1.0685166625788828e-7,2.323807317052555e-6,55.000000818968196
0.26,250.00000804632026,0.16191989601837145,0.16191998549738257,-1.1515051952872426e-7,2.7539601355442637e-6,60.00000097333346
0.28,250.00000870062232,0.16191988682341485,0.1619199831133037,-1.2321912022600626e-7,3.2184255423722817e-6,65.00000114080643
0.3,250.0000093528262,0.1619198775733,0.16191998057014256,-1.3105900776755906e-7,3.7166858411366325e-6,70.00000132134433
0.32,250.0000100030137,0.16191986827329696,0.1619199778724575,-1.3867178724348328e-7,4.248219604065377e-6,75.00000151490599
0.34,250.00001065126565,0.16191985892857502,0.16191997502477404,-1.4605912717151656e-7,4.812502015119832e-6,80.00000172145191
0.36,250.00001129766187,0.16191984954420277,0.16191997203158381,-1.532227572751394e-7,5.409005207178596e-6,85.00000194094417
0.38,250.0000119422812,0.1619198401251482,0.16191996889734325,-1.6016446629036205e-7,6.037198591982005e-6,90.00000217334646
0.4,250.00001258520135,0.1619198306762788,0.16191996562647237,-1.6688609979288691e-7,6.6965491845717285e-6,95.000002418624
0.42,250.0000132264991,0.16191982120236176,0.16191996222335378,-1.7338955805267113e-7,7.386521920305753e-6,100.0000026767436
0.44,250.00001386625013,0.16191981170806422,0.16191995869233156,-1.796767939151205e-7,8.106579965790269e-6,105.00000294767356
0.46,250.00001450452902,0.16191980219795352,0.16191995503771017,-1.8574981070578216e-7,8.856185023659076e-6,110.00000323138369
0.48,250.00001514140934,0.16191979267649745,0.16191995126375358,-1.9161066016571778e-7,9.63479762997463e-6,115.00000352784528
0.5,250.0000157769635,0.16191978314806468,0.16191994737468424,-1.9726144040776687e-7,1.044187744637866e-5,120.0000038370311
0.52,250.00001641126286,0.16191977361692506,0.16191994337468216,-2.0270429390535375e-7,1.127688354493382e-5,125.00000415891533
0.54,250.00001704437764,0.16191976408725,0.16191993926788412,-2.0794140550586137e-7,1.2139274687021029e-5,130.00000449347357
0.56,250.00001767637698,0.16191975456311306,0.16191993505838273,-2.129750004710975e-7,1.3028509595667974e-5,135.00000484068283
0.58,250.00001830732884,0.16191974504849022,0.1619199307502258,-2.1780734254733526e-7,1.3944047221447597e-5,140.00000520052149
0.6,250.0000189373001,0.16191973554726055,0.1619199263474154,-2.2244073206166813e-7,1.4885347002663537e-5,145.00000557296926
0.62,250.00001956635646,0.1619197260632067,0.1619199218539073,-2.2687750404736548e-7,1.5851869118365402e-5,150.0000059580072
0.64,250.0000201945625,0.16191971660001545,0.16191991727361024,-2.3112002639666657e-7,1.6843074735997946e-5,155.00000635561764
0.66,250.00002082198162,0.16191970716127826,0.16191991261038527,-2.3517069804467792e-7,1.7858426251995716e-5,160.00000676578424
0.68,250.0000214486761,0.1619196977504921,0.16191990786804517,-2.390319471762668e-7,1.889738752724292e-5,165.00000718849185
0.7000000000000001,250.00002207470706,0.16191968837105977,0.16191990305035386,-2.427062294695681e-7,1.9959424115131788e-5,170.00000762372662
0.72,250.00002270013445,0.16191967902629098,0.16191989816102592,-2.4619602636117427e-7,2.1044003484694355e-5,175.00000807147586
0.74,250.00002332501703,0.1619196697194027,0.16191989320372602,-2.495038433455725e-7,2.2150595236864704e-5,180.0000085317281
0.76,250.00002394941242,0.1619196604535201,0.16191988818206854,-2.5263220829867824e-7,2.327867131535202e-5,185.00000900447304
0.78,250.0000245733771,0.16191965123167726,0.16191988309961705,-2.5558366983637916e-7,2.4427706210944827e-5,190.00000948970148
0.8,250.0000251969663,0.16191964205681791,0.161919877959884,-2.5836079569646275e-7,2.559717716063416e-5,195.00000998740535
0.8200000000000001,250.00002582023419,0.1619196329317963,0.16191987276633024,-2.6096617115361416e-7,2.6786564340260477e-5,200.0000104975777
0.84,250.00002644323365,0.16191962385937786,0.1619198675223648,-2.634023974619203e-7,2.7995351051447513e-5,205.00001102021264
0.86,250.00002706601646,0.1619196148422403,0.16191986223134458,-2.6567209032701664e-7,2.9223023903170074e-5,210.00001155530532
0.88,250.00002768863325,0.16191960588297427,0.16191985689657393,-2.6777787840763314e-7,3.046907298740063e-5,215.00001210285188
0.9,250.00002831113343,0.16191959698408429,0.16191985152130456,-2.6972240184646595e-7,3.1732992048580315e-5,220.00001266284954
